numero carta;nome carta;descrizione
045;Call of the BRAVE Mastery;Camaraderie: Your unwavering bravery is a rallying point for your allies. You can initiate a Tag Team Roll one additional time per session. Additionally, when an ally initiates a Tag Team Roll with you, they only need to spend 2 Hope to do so.
054;SCHOOL OF WAR Mastery;Thrive in Chaos: When you succeed on an attack, you can mark a Stress after rolling damage to force the target to mark an additional Hit Point. Have No Fear: The extra magic damage from your "Face Your Fear" feature increases to 3d10.
073;Highborne;Being part of a highborne community means you're accustomed to a life of elegance, opulence, and prestige within the upper echelons of society. Privilege: You have advantage on rolls to consort with nobles, negotiate prices, or leverage your reputation to get what you want. Julia Metzger
076;Ridgeborne;Being part of a ridgeborne community means you've called the rocky peaks and sharp cliffs of the mountainside home. Steady: You have advantage on rolls to traverse dangerous cliffs and ledges, navigate harsh environments, and use your survival knowledge. Daarken
079;Underborne;Being part of an underborne community means you're from a subterranean society. Low-Light Living: When you're in an area with low light or heavy shadow, you have advantage on rolls to hide, investigate, or perceive details within that area. Irina Nordsol
074;Loreborne;Being part of a loreborne community means you're from a society that favors strong academic or political prowess. Well-Read: You have advantage on rolls that involve the history, culture, or politics of a prominent person or place. Juan Gutierrez
077;Seaborne;Being part of a seaborne community means you lived on or near a large body of water. Know the Tide: You can sense the ebb and flow of life. When you roll with Fear, place a token on this card. You can hold a number of tokens equal to your level. Before you make an action roll, you can spend any number of these tokens to gain a +1 bonus to the roll for each token spent. At the end of each session, clear all unspent tokens. Sam Key
080;Wanderborne;Wanderborne Being part of a wanderborne community means you've lived as a nomad, forgoing a permanent home and experiencing a wide variety of cultures. Nomadic Pack: Add a Nomadic Pack to your inventory. Once per session, you can spend a Hope to reach into this pack and pull out a mundane item that's useful to your situation. Work with the GM to ﬁgure out what item you take out. Paul Scott Canavan
075;Orderborne;Being part of an orderborne community means you're from a collective that focuses on discipline or faith, and you uphold a set of principles that reflect your experience there. Dedicated: Record three sayings or values your upbringing instilled in you. Once per rest, when you describe how you're embodying one of these principles through your current action, you can roll a d20 as your Hope Die. Rafater
078;Sylborne;Being part of a slyborne community means you come from a group that operates outside the law, including all manner of criminals, grifters, and con artists. Scoundrel: You have advantage on rolls to negotiate with criminals, detect lies, or ﬁnd a safe place to hide. Paul Scott Canavan
081;Wildborne;Being part of a wildborne community means you lived deep within the forest. Lightfoot: Your movement is naturally silent. You have advantage on rolls to move without being heard. Andreas Rocha
056;Clanks;Clanks are sentient mechanical beings built from a variety of materials, including metal, wood, and stone. Purposeful Design: Decide who made you and for what purpose. At character creation, choose one of your Experiences that best aligns with this purpose and gain a permanent +1 bonus to it. Efﬁcient: When you take a short rest, you can choose a long rest move instead of a short rest move. Mat Wilma
059;Elves;Elves are typically tall humanoids with pointed ears and acutely attuned senses. Quick Reactions: Mark a Stress to gain advantage on a reaction roll. Celestial Trance: During a rest, you can drop into a trance to choose an additional downtime move. Mat Wilma
061;Firbolgs;Firbolgs are bovine humanoids typically recognized by their broad noses and long, drooping ears. Charge: When you succeed on an Agility Roll to move from Far or Very Far range into Melee range with one or more targets, you can mark a Stress to deal 1d12 physical damage to all targets within Melee range. Unshakable: When you would mark a Stress, roll a d6. On a result of 6, don't mark it. Anthony Jones
057;Drakona;Drakona resemble wingless dragons in humanoid form and possess a powerful elemental breath. Scales: Your scales act as natural protection. When you would take Severe damage, you can mark a Stress to mark 1 fewer Hit Points. Elemental Breath: Choose an element for your breath (such as electricity, ﬁre, or ice). You can use this breath against a target or group of targets within Very Close range, treating it as an Instinct weapon that deals d8 magic damage using your Proﬁciency. Mat Wilma
060;Faeries;Faeries are winged humanoid creatures with insectile features. Luckbender: Once per session, after you or a willing ally within Close range makes an action roll, you can spend 3 Hope to reroll the Duality Dice. Wings: You can fly. While flying, you can mark a Stress after an adversary makes an attack against you to gain a +2 bonus to your Evasion against that attack. Anthony Jones
062;Fungril;Fungril resemble humanoid mushrooms. Fungril Network: Make an Instinct Roll (12) to use your mycelial array to speak with others of your ancestry. On a success, you can communicate across any distance. Death Connection: While touching a corpse that died recently, you can mark a Stress to extract one memory from the corpse related to a speciﬁc emotion or sensation of your choice. Anthony Jones
058;Dwarves;Dwarves are most easily recognized as short humanoids with square frames, dense musculature, and thick hair. Thick Skin: When you take Minor damage, you can mark 2 Stress instead of marking a Hit Point. Increased Fortitude: Spend 3 Hope to halve incoming physical damage. Mat Wilma
063;Fauns;Fauns resemble humanoid goats with curving horns, square pupils, and cloven hooves. Caprine Leap: You can leap anywhere within Close range as though you were using normal movement, allowing you to vault obstacles, jump across gaps, or scale barriers with ease. Kick: When you succeed on an attack against a target within Melee range, you can mark a Stress to kick yourself off them, dealing an extra 2d6 damage and knocking back either yourself or the target to Very Close range. Jessketchin
064;Galapa;Galapa resemble anthropomorphic turtles with large, domed shells into which they can retract. Shell: Gain a bonus to your damage thresholds equal to your Proﬁciency. Retract: Mark a Stress to retract into your shell. While in your shell, you have resistance to physical damage, you have disadvantage on action rolls, and you can't move. Jessketchin
065;Giants;Giants are towering humanoids with broad shoulders, long arms, and one to three eyes. Endurance: Gain an additional Hit Point slot at character creation. Reach: Treat any weapon, ability, spell, or other feature that has a Melee range as though it has a Very Close range instead. Juan Salvador Almencion
068;Humans;Humans are most easily recognized by their dexterous hands, rounded ears, and bodies built for endurance. High Stamina: Gain an additional Stress slot at character creation. Adaptability: When you fail a roll that utilized one of your Experiences, you can mark a Stress to reroll. Fernanda Suarez
071;Orcs;Orcs are humanoids most easily recognized by their square features and boar-like tusks that protrude from their lower jaw. Sturdy: When you have 1 Hit Point remaining, attacks against you have disadvantage. Tusks: When you succeed on an attack against a target within Melee range, you can spend a Hope to gore the target with your tusks, dealing an extra 1d6 damage. Simon Pape
066;Goblins;Goblins are small humanoids easily recognizable by their large eyes and massive membranous ears. Surefooted: You ignore disadvantage on Agility Rolls. Danger Sense: Once per rest, mark a Stress to force an adversary to reroll an attack against you or an ally within Very Close range. Anthony Jones
069;Infernis;Infernis are humanoids who possess sharp canine teeth, pointed ears, and horns. They are the descendants of demons from the Circles Below. Fearless: When you roll with Fear, you can mark 2 Stress to change it into a roll with Hope instead. Dread Visage: You have advantage on rolls to intimidate hostile creatures. Mat Wilma
072;Ribbets;Ribbets resemble anthropomorphic frogs with protruding eyes and webbed hands and feet. Amphibious: You can breathe and move naturally underwater. Long Tongue: You can use your long tongue to grab onto things within Close range. Mark a Stress to use your tongue as a Finesse Close weapon that deals d12 physical damage using your Proﬁciency. Leesha Hannigan
067;Halflings;Halflings are small humanoids with large hairy feet and prominent rounded ears. Luckbringer: At the start of each session, everyone in your party gains a Hope. Internal Compass: When you roll a 1 on your Hope Die, you can reroll it. Anthony Jones
070;Katari;Katari are feline humanoids with retractable claws, vertically slit pupils, and high, triangular ears. Feline Instincts: When you make an Agility Roll, you can spend 2 Hope to reroll your Hope Die. Retracting Claws: Make an Agility Roll to scratch a target within Melee range. On a success, they become temporarily Vulnerable. Hendry Iwanaga
055;Simiah;Simiah resemble anthropomorphic monkeys and apes with long limbs and prehensile feet. Natural Climber: You have advantage on Agility Rolls that involve balancing and climbing. Nimble: Gain a permanent +1 bonus to your Evasion at character creation. Jessketchin
147;Book of Tyfar;three adversaries within Melee range. Targets you succeed against take 2d6 magic damage and must mark a Stress as ﬂames erupt from your hand. Magic Hand: You conjure a magical hand with the same size and strength as your own within Far range. Mysterious Mist: Make a Spellcast Roll (13) to cast a temporary thick fog that gathers in a stationary area within Very Close range. The fog heavily obscures this area and everything in it.
155;Teleport;Once per long rest, you can instantly teleport yourself and any number of willing targets within Close range to a place you've been before. Choose one of the following options, then make a Spellcast Roll (16): • If you know the place very well, gain a +3 bonus. • If you've visited the place frequently, gain a +1 bonus. • If you've visited the place infrequently, gain no modiﬁer. • If you've only been there once, gain a -2 penalty. On a success, you appear where you were intending to go. On a failure, you appear off course, with the range of failure determining how far off course.
